ds,yhat,yhat_lower,yhat_upper
2016-10-12,3679.4489927712184,2019.532609160226,5302.937090949852
2016-10-13,3537.864889472161,1832.8361826332355,5111.045621197778
2016-10-14,3738.6043248726082,2078.4178434259966,5283.165192321516
2016-10-15,4093.2859392977634,2519.9912079908354,5688.046545578273
2016-10-16,4060.292521280583,2468.3773336245617,5788.591865168036
2016-10-17,4110.741876371153,2495.8192869371633,5753.327703557439
2016-10-18,3592.7381850463735,2062.2215773331814,5267.0464382992195
2016-10-19,3463.0370095880958,2057.9756451483627,5112.073039685081
2016-10-20,3361.9593309743686,1696.1045171365067,4962.554059796998
2016-10-21,3607.9105189383263,2043.0304008235819,5149.3834803109185
2016-10-22,4011.5022296785196,2413.0062052077246,5726.30588231259
2016-10-23,4030.023571013734,2342.523715658293,5667.200209455096
2016-10-24,4133.4411665833595,2553.9382138878036,5704.088906034522
2016-10-25,3668.681421323894,2063.3269221133414,5203.451654559475
2016-10-26,3591.327296640998,1982.3919349847058,5170.3311777283
2016-10-27,3540.5640948105583,1881.7636180787613,5190.803264692902
2016-10-28,3833.7292688096854,2248.7410478761985,5313.3301092240445
2016-10-29,4280.463384563405,2628.090250684479,5969.927319853212
2016-10-30,4337.207751948789,2729.4628316384833,6046.419393197697
2016-10-31,4473.227600102731,2726.913446783986,6045.2667426938915
2016-11-01,4034.9134323022736,2298.008010594205,5643.723613205378
2016-11-02,3977.4923102562825,2366.026113333425,5581.24495145009
2016-11-03,3939.9831334529517,2503.49272653223,5452.457601996673
2016-11-04,4239.750633492458,2586.4274154263817,5905.492040858933
2016-11-05,4686.655060879742,3084.1609783329045,6431.029589046535
2016-11-06,4737.543082934443,3131.1131909136097,6396.494016357719
2016-11-07,4862.258923277415,3147.287315468321,6332.039382227687
2016-11-08,4407.928682337143,2729.506951718602,6114.029442026068
2016-11-09,4330.6500344294545,2782.129153340407,5938.532740881653
2016-11-10,4270.421942726866,2668.073460614107,5842.475258848563
2016-11-11,4545.669802369003,2913.727104724575,6184.378626658226
2016-11-12,4967.363775566617,3194.032849273413,6608.1299052474915
2016-11-13,4993.476698436105,3522.293552258713,6562.781136313072
2016-11-14,5094.961502307201,3477.747586477667,6669.035214025255
2016-11-15,4620.0020273868395,2981.0352736281634,6358.79906572997
2016-11-16,4525.670362984062,2873.283784704022,6016.794021565667
2016-11-17,4452.826268564107,2908.5852066577686,6051.982205664447
2016-11-18,4720.6149476681885,3098.3847226897537,6397.369956718741
2016-11-19,5140.561725135987,3420.233975974462,6700.797988764776
2016-11-20,5171.0106966525855,3591.1294747193847,6886.726783029193
2016-11-21,5283.0878658560105,3688.427587164661,6962.772087798599
2016-11-22,4824.943086305474,3046.801060629674,6462.816220130061
2016-11-23,4753.404236111758,3186.6366637584647,6363.97118014003
2016-11-24,4708.879318579329,3079.683784559236,6313.1442726876785
2016-11-25,5009.862740952002,3398.3192926288443,6592.870331012455
2016-11-26,5467.044142567995,3893.2827175626326,7034.408837763485
2016-11-27,5537.766507392957,3908.646545727316,7008.612186190035
2016-11-28,5692.013595687138,4040.385815774064,7268.910178413159
2016-11-29,5276.680397664825,3664.4714776755195,6915.972443380783
2016-11-30,5247.259304861075,3480.9519288354504,6940.401515044874
2016-12-01,5242.776862214638,3680.3240006889455,6769.504538190763
2016-12-02,5580.336446567058,4050.245622252394,7235.919176783283
2016-12-03,6069.264284802485,4456.6235867906735,7632.809795354028
2016-12-04,6165.604562470423,4626.162309132323,7949.906421967518
2016-12-05,6338.142674009687,4794.170968068797,7966.690078988248
2016-12-06,5932.709360786952,4412.440468138113,7542.48308499474
2016-12-07,5903.897528729295,4225.774419305786,7491.80717997461
2016-12-08,5890.025781745331,4298.080855934926,7589.113382438793
2016-12-09,6207.703289176129,4516.639320577153,7850.562766112363
2016-12-10,6665.992791988872,4980.083238034841,8363.088926638015
2016-12-11,6720.917025332523,5100.482026963088,8380.022148106109
2016-12-12,6841.4872833708505,5099.811719702998,8419.907195377224
2016-12-13,6374.006704042669,4836.25756042605,7977.623974404145
2016-12-14,6273.7800581181655,4684.204817215754,7865.152597511217
2016-12-15,6180.064232569512,4584.196392324611,7638.665422239814
2016-12-16,6410.614337336015,4845.321512664425,8219.81907288831
2016-12-17,6775.82269960972,5285.56347162742,8384.525634326903
2016-12-18,6733.196618854391,5107.117871111432,8381.329234041734
2016-12-19,6753.354324244987,5174.904593875683,8327.147823422029
2016-12-20,6184.292528898086,4608.795622453112,7768.666827967527
2016-12-21,5983.058261186921,4400.526726332523,7620.097682487441
2016-12-22,5790.660114411219,4204.090052682997,7457.448241954057
2016-12-23,5926.574825224973,4221.891533598949,7461.7042437854925
2016-12-24,6202.847430562606,4584.391554085627,7788.881481652429
2016-12-25,6078.531840177868,4552.059986670841,7736.694023889953
2016-12-26,6025.652183623333,4416.315928399406,7721.070519044959
2016-12-27,5393.439172645459,3830.482877885916,7025.233344382014
2016-12-28,5139.974913665102,3388.434339314459,6813.845453114132
2016-12-29,4907.081954610578,3326.298297383118,6603.734969822371
2016-12-30,5014.812992280493,3565.7140153692517,6726.422437142993
2016-12-31,5275.539865893179,3777.4931335073225,6825.7880216048825
2017-01-01,5148.3889015005025,3579.592897718122,6891.665153365608
2017-01-02,5105.203040642823,3494.3465778771624,6869.042309256357
2017-01-03,4494.784915272322,2943.8450578538987,6008.472346225864
2017-01-04,4274.554074822074,2719.2537063426103,5769.638848408349
2017-01-05,4085.4537786040473,2485.544094901309,5729.593177360879
2017-01-06,4246.463277648224,2605.6897432794995,6000.993456640401
2017-01-07,4568.713593248094,2924.268554612115,6168.772150302559
2017-01-08,4509.953139795552,2842.9510730669867,5999.187523599633
2017-01-09,4540.5428294922185,2888.8324707295897,6178.236288400347
2017-01-10,4007.733968389914,2442.365412857946,5679.619759269206
2017-01-11,3867.3612633696657,2163.4893157331726,5476.70427052639
2017-01-12,3758.7854570311,2091.239297958894,5577.825380205644
2017-01-13,3999.4406320413536,2418.0418685446048,5628.366379196544
2017-01-14,4398.983346291183,2784.7951932507826,5979.280979447046
2017-01-15,4413.789158761585,2813.7579502911517,6077.465690152938
2017-01-16,4512.975473918612,2827.5620787910834,6200.622866798545
2017-01-17,4042.703399615242,2413.8014918573704,5724.1732932741825
2017-01-18,3957.890433296519,2512.3940338055895,5776.796067742269
2017-01-19,3897.1681096143207,2197.1822955311536,5588.552250194084
2017-01-20,4177.439395863265,2621.379826015863,5810.573290247601
2017-01-21,4608.03287428837,3038.718638503333,6348.357318793731
2017-01-22,4645.199282202871,2992.0122232359754,6240.920682920231
2017-01-23,4758.129478930001,3210.637193915747,6204.448130419581
2017-01-24,4293.246799236629,2726.2709759951376,5795.448480466282
2017-01-25,4205.905986350541,2561.325808882458,5869.023403730734
2017-01-26,4135.33331675897,2485.107839735114,5830.131254247272
2017-01-27,4399.163267772942,2744.6473488423553,5992.075145342265
2017-01-28,4807.569399662925,3229.5015776717605,6524.266530997938
2017-01-29,4817.735705364836,3155.029264945623,6564.326516370532
2017-01-30,4899.848208391573,3326.569361647784,6580.522832778604
2017-01-31,4401.360489640353,2870.577380537487,5961.269092008516
2017-02-01,4278.66604665344,2550.858424934745,5971.915453409182
2017-02-02,4172.012778282236,2575.781566599207,5759.644442938908
2017-02-03,4400.01557890149,2758.5398888453437,6040.6569668642505
2017-02-04,4773.765283377261,3069.1106608992823,6488.525252637344
2017-02-05,4751.280707606844,3229.7880134814804,6454.067324834468
2017-02-06,4803.483968073608,3162.965984336045,6477.746812169721
2017-02-07,4278.453066360487,2862.7849745494696,5835.849563282662
2017-02-08,4133.084844403472,2482.022046884373,5625.951117353224
2017-02-09,4008.0037000991497,2236.4146035292824,5710.496927442558
2017-02-10,4222.072039240529,2594.3200744519463,5895.66035505069
2017-02-11,4586.500595613909,2860.448158996322,6120.123798469681
2017-02-12,4559.305160005806,3043.152629249477,6353.873187382473
2017-02-13,4611.289611882524,2951.7856527824993,6246.095523570323
2017-02-14,4090.3088756948964,2453.8416957496775,5686.404443754955
2017-02-15,3952.944482510831,2420.3204268421127,5719.156765948503
2017-02-16,3839.427655006567,2154.661430220463,5363.898976301055
2017-02-17,4068.165389299058,2409.5269045557184,5731.996169165937
2017-02-18,4449.867148076947,2878.623170995504,6008.269078786953
2017-02-19,4442.0181895486285,2822.8864347087874,6215.486553293125
2017-02-20,4514.878926385623,2841.293799906766,6218.048657920359
2017-02-21,4015.7634682498333,2443.0607888412633,5714.818111865403
2017-02-22,3900.7296045646235,2170.3954103260335,5510.716028053035
2017-02-23,3809.514777320099,2215.233146567776,5346.362006243649
2017-02-24,4060.073214249815,2514.719298927061,5658.208480346157
2017-02-25,4462.711605829178,2827.707464235205,6080.45395629695
2017-02-26,4474.569196366986,2804.691539235347,6099.957575658432
2017-02-27,4565.621607834012,2961.6193510226776,6121.622579793232
2017-02-28,4082.9615527379046,2382.961751515875,5765.651359493572
2017-03-01,3982.4887705993165,2491.3461307876273,5622.294408992596
2017-03-02,3903.843885629744,2208.3865777297365,5605.519961631225
2017-03-03,4164.941566119261,2685.775248096901,5861.205039478328
2017-03-04,4576.100632401921,2874.2502991900733,6209.072319624989
2017-03-05,4594.5172894017005,2951.1289058310876,6114.768311659935
2017-03-06,4690.261138748958,3055.3302210152906,6251.451180251119
2017-03-07,4210.547481074543,2538.5707932267583,5804.752716988168
2017-03-08,4111.418602491733,2479.2703483849987,5664.574300282085
2017-03-09,4032.669094773718,2516.542110902225,5694.750429024623
2017-03-10,4292.370921962899,2786.9167884208678,5969.421502670028
2017-03-11,4700.99618164337,3042.8503999396244,6325.165834853445
2017-03-12,4715.883997526613,3202.7363407001867,6274.1263335667045
2017-03-13,4807.231409933265,3262.6006916479528,6444.061884932248
2017-03-14,4322.36193099878,2779.9061720531504,5949.9924117660885
2017-03-15,4217.404555005234,2730.7148646492833,5772.425034839522
2017-03-16,4132.218307765325,2431.5535291169886,5848.876634542654
2017-03-17,4384.918020218459,2791.486121011896,5995.144529838272
2017-03-18,4785.999187084406,3175.7887903700685,6252.80078438406
2017-03-19,4792.808204284304,3147.002975014363,6392.977769185801
2017-03-20,4875.537659428428,3160.690268062235,6507.245269623763
2017-03-21,4381.500108363649,2774.538524746556,6056.569493600706
2017-03-22,4266.812862153023,2581.0722603809245,5899.6331658890795
2017-03-23,4171.328580461754,2598.547010371194,5769.214484189671
2017-03-24,4413.167057712727,2863.5296306198206,6197.94420870677
2017-03-25,4802.84576462851,3093.5901099703015,6384.732195258733
2017-03-26,4797.755152519033,3097.7802186194886,6436.524588887704
2017-03-27,4868.158131062434,3259.7472955290596,6561.875576024789
2017-03-28,4361.466921857033,2712.9414787599103,5971.831021326556
2017-03-29,4233.929623196274,2618.115787287322,6011.867580018594
2017-03-30,4125.561142328545,2474.022297706256,5699.7003800562625
2017-03-31,4354.673796828873,2711.2702030328683,6122.062290205878
2017-04-01,4732.005121717203,2973.8015183733764,6416.171629901622
2017-04-02,4715.188924244494,3207.88936990253,6362.081801651422
2017-04-03,4774.749091800624,3238.039504756935,6469.867369260951
2017-04-04,4258.369507651354,2691.0825385703065,5913.576556925622
2017-04-05,4122.572615517632,2473.2774868408687,5723.842633966295
2017-04-06,4007.6415415883753,2172.801949587975,5654.492345417145
2017-04-07,4232.141366510654,2669.8286761986874,5966.625623693381
2017-04-08,4607.037403986618,2915.9330848633485,6308.727816442456
2017-04-09,4590.156866219269,2982.1621837698344,6178.68397029454
2017-04-10,4652.173766887094,3090.7855878126866,6278.241733806651
2017-04-11,4140.8707565770555,2504.380585710515,5770.979257397003
2017-04-12,4012.8107550322015,2379.3743580539326,5663.832989970868
2017-04-13,3908.253583719856,2369.3596039986987,5457.1738055032765
2017-04-14,4145.673447101106,2606.61216314106,5769.346962529404
2017-04-15,4535.875326230122,2951.651967803519,6054.341404725738
2017-04-16,4536.456815081098,2818.056571761463,6115.54905507998
2017-04-17,4617.795337081786,2926.84178996613,6249.180335663324
2017-04-18,4127.314455800842,2574.77659615927,5843.49403648964
2017-04-19,4021.1620931386265,2466.054458398547,5669.422502035975
2017-04-20,3939.1357373889314,2365.4059060168356,5620.54950882771
2017-04-21,4199.210300518778,2669.327266081073,5874.203758573784
2017-04-22,4611.666435883302,2965.5523662186606,6246.353488986163
2017-04-23,4633.5655374881635,3012.3946331185866,6285.466839735528
2017-04-24,4734.751000720417,3028.325670964834,6440.601929288849
2017-04-25,4262.129062848787,2695.6993066082655,6048.02208797971
2017-04-26,4171.361614555024,2442.9170994648002,5847.559403236466
2017-04-27,4101.805628968835,2570.32681434023,5651.770464035104
2017-04-28,4371.054431230847,2832.3929400703514,5961.714667008223
2017-04-29,4789.078196573469,3193.615145993823,6448.9918652709175
2017-04-30,4812.709501357411,3141.7960128763425,6573.480803587812
2017-05-01,4911.65314965449,3318.390064700144,6511.747603475882
2017-05-02,4432.773287511056,2771.986985996017,6087.499385598681
2017-05-03,4331.789951577713,2795.910067296583,5929.9794766632285
2017-05-04,4248.219524319765,2603.2850618347134,6095.687097343672
2017-05-05,4499.914221562357,2931.0113333078207,6128.8996374672115
2017-05-06,4897.197984516634,3241.465344428766,6506.1914259907035
2017-05-07,4897.344668345512,3282.24077696729,6538.897213031159
2017-05-08,4970.577900425946,3213.3866152674427,6731.889530207831
2017-05-09,4464.345850960723,2742.949649179922,6080.440967190526
2017-05-10,4335.003367569603,2804.7630522784807,5906.907051932848
2017-05-11,4222.736317656143,2612.971005535512,5797.3570193196865
2017-05-12,4446.083692495047,2827.119888874243,6007.199114943552
2017-05-13,4816.055318290252,3158.1578534080923,6376.820516129008
2017-05-14,4790.591570833395,3146.050178478146,6415.679141859632
2017-05-15,4840.544988583856,3225.084527648626,6516.836006527548
2017-05-16,4313.937550395626,2609.5389164407816,5982.584429352734
2017-05-17,4167.626579549372,2527.2221130304047,5737.859722046149
2017-05-18,4042.214599165201,2325.2681457274493,5649.581233678558
2017-05-19,4256.559130932226,2610.3965660834283,5905.846351372619
2017-05-20,4621.880663559881,2954.887073247066,6451.936348994098
2017-05-21,4596.215500063996,2868.542222620358,6242.0347036673365
2017-05-22,4650.3936123707745,3058.1177030105378,6292.956998268223
2017-05-23,4132.295416535139,2453.9748119592537,5699.84950482827
2017-05-24,3998.520485301547,2302.2326775773804,5675.018803098832
2017-05-25,3889.3034834557043,2202.6290408309696,5515.6316297909425
2017-05-26,4123.033183614463,2589.2287296603395,5710.285639238026
2017-05-27,4510.372562763431,2893.1544259299626,6016.571924172641
2017-05-28,4508.72637628536,2850.7272129349794,6039.363165905544
2017-05-29,4588.235947540534,2865.9235000437616,6195.070434815871
2017-05-30,4096.0546282642545,2432.6594745477673,5745.7030425907715
2017-05-31,3988.0364335917966,2327.3462743974706,5539.812615174868
2017-06-01,3903.6725836126366,2332.299523318252,5617.381565562213
2017-06-02,4160.631230692681,2513.956998731109,5778.586087688518
2017-06-03,4568.897786026684,2954.587028980147,6213.0584050898115
2017-06-04,4585.26166396987,2886.212674766376,6216.028527139054
2017-06-05,4679.328629323796,2980.4870870321674,6346.185656059677
2017-06-06,4197.811691666558,2655.2042373740087,5784.81203849098
2017-06-07,4096.232596070151,2372.6294554143483,5712.239711556546
2017-06-08,4013.868258067766,2387.4997678226127,5748.6747029097105
2017-06-09,4268.297120076098,2571.8909155283786,5743.496561125827
2017-06-10,4669.542632140838,3134.0925013752963,6224.990527867108
2017-06-11,4674.55956308458,3073.94657540776,6346.369619830098
2017-06-12,4753.242316887854,3067.1259022756108,6414.87580824268
2017-06-13,4252.708291155437,2733.82326549314,5844.242227079103
2017-06-14,4128.988520864689,2487.956830450576,5683.4971024557935
2017-06-15,4021.960245288814,2442.6213010969655,5732.040316988448
2017-06-16,4249.876753677028,2533.4294156308883,5754.898325502985
2017-06-17,4623.492168932773,2948.9978515603084,6164.704112341853
2017-06-18,4600.527396906254,2897.099233456709,6266.313953377479
2017-06-19,4651.656988267655,2979.725049656937,6309.585941273183
2017-06-20,4124.770556122684,2486.3571907629803,5642.221860019022
2017-06-21,3976.6416158246507,2316.0501098852587,5536.987660539335
2017-06-22,3847.8391071017377,2313.78231368393,5602.095097549633
2017-06-23,4057.2375572663727,2398.042739389356,5803.766635126344
2017-06-24,4416.124111367042,2773.5775251723344,6016.826562729794
2017-06-25,4382.6491704629125,2846.2882823869754,5983.948881781596
2017-06-26,4427.800830276642,2874.0642621754246,6008.738882268215
2017-06-27,3899.657127377434,2197.6122232668163,5563.61664493598
2017-06-28,3755.0492310746827,2004.6775773432205,5344.024880668588
2017-06-29,3634.471012454708,2012.813433934862,5248.3714922405625
2017-06-30,3856.5910148113385,2082.5867503971485,5607.271262221976
2017-07-01,4232.365008851356,2581.2082142580307,5870.2393409020515
2017-07-02,4219.495724097375,2517.6858616089503,5803.816067867667
2017-07-03,4288.419695880886,2672.9726377236266,5915.305168993825
2017-07-04,3786.5748859761056,2104.4242563343614,5555.499776357574
2017-07-05,3670.081779671075,1832.0989114361023,5321.150786287117
2017-07-06,3578.672881328209,1820.9651822231815,5193.24423967539
2017-07-07,3830.226064008395,2212.3142303500913,5483.554534004306
2017-07-08,4234.899344816653,2556.129415502625,5914.321096961121
2017-07-09,4249.613040394098,2759.8509938924194,5841.189000532244
2017-07-10,4344.0585980837905,2798.6896149251907,6001.292373479256
2017-07-11,3864.9871288106583,2280.9483371949277,5543.513214253455
2017-07-12,3767.9097427430597,2106.4047360041695,5375.010279044683
2017-07-13,3692.0440559386825,2160.703671080594,5310.058796163947
2017-07-14,3954.8618337799703,2326.4087698560356,5550.183881400585
2017-07-15,4366.234931592127,2807.4569151238506,6077.708085275129
2017-07-16,4382.925166226116,2607.0072684113184,6032.6582479244325
2017-07-17,4474.597193620874,2852.5366131226606,6263.9763813831505
2017-07-18,3988.1073045969297,2351.331809675018,5618.562769855671
2017-07-19,3879.200236387629,2247.108586642255,5531.927826235616
2017-07-20,3787.4484749811154,2204.082144372197,5493.817185812127
2017-07-21,4030.7892284385016,2368.715598298032,5458.36426127048
2017-07-22,4419.656547265292,2755.557815770586,6091.102735840977
2017-07-23,4411.454633453205,2780.2416943783896,5962.736597385231
2017-07-24,4476.551901371614,2861.5942036082074,6050.403877565193
2017-07-25,3962.5492569459184,2315.5046623552053,5595.988331640957
2017-07-26,3825.9552966247825,2369.4711314251244,5468.650669312542
2017-07-27,3707.103537255156,1995.2401363348429,5356.31706849916
2017-07-28,3924.667506452304,2228.0715929233725,5490.541907377339
2017-07-29,4289.771813115535,2623.7625304914195,6005.630358257783
2017-07-30,4260.445858508828,2636.379502846241,5958.93062601058
2017-07-31,4307.600326669606,2646.6765013159693,5848.259224516657
2017-08-01,3779.2804359969327,2225.0826053179376,5434.596202061945
2017-08-02,3632.3290932967734,1916.2954221753607,5360.599791244864
2017-08-03,3507.2954124983526,1809.0823620473936,5216.063093998989
2017-08-04,3722.9446794358723,2034.3314321686576,5342.387174880657
2017-08-05,4090.36802729921,2549.099801797489,5748.37946279697
2017-08-06,4067.438516738902,2315.2972359063947,5569.1188782921445
2017-08-07,4124.79368049882,2438.3916292491067,5737.464018263202
2017-08-08,3610.0983251022935,2079.824143125589,5317.927027821841
2017-08-09,3479.7204367124586,1817.564365317305,5095.50560900241
2017-08-10,3373.655262857974,1609.6324022639617,4959.167717807103
2017-08-11,3610.0531760908784,1842.8699363190103,5315.9561894063645
2017-08-12,3999.349038003181,2399.338215419205,5709.54088080371
2017-08-13,3998.7391568550465,2372.7165021674564,5567.976984859557
2017-08-14,4078.185261122172,2511.6464505882404,5748.82804363097
2017-08-15,3584.6986262556275,1888.0876787709524,5056.3894668169505
2017-08-16,3474.0365483770966,1862.223702090512,5026.910269374454
2017-08-17,3385.645604723541,1693.6261478516594,5028.544625900645
2017-08-18,3637.206715573405,1987.5907122798856,5317.018956808275
2017-08-19,4038.7791932461832,2476.2267841025123,5693.633779572321
2017-08-20,4047.289413283117,2317.035560548153,5690.101919590474
2017-08-21,4132.5431607923165,2498.31844054104,5741.907886425445
2017-08-22,3641.5145201977416,1930.626089794812,5223.385943032551
2017-08-23,3530.043341898682,1930.9776578684027,5156.207688694016
2017-08-24,3437.775679575945,1732.523390477022,5036.0655089664815
2017-08-25,3682.702282915508,1927.6831255675468,5242.194527723345
2017-08-26,4075.2925159696583,2450.6491720177423,5685.126400880567
2017-08-27,4072.969630501581,2493.2182553307302,5699.197888870272
2017-08-28,4146.106842991577,2450.1361408135767,5795.674087046183
2017-08-29,3642.29756926266,2006.7693983707622,5294.7045641204395
2017-08-30,3518.032411994015,1952.4551766618042,5131.8261955559
2017-08-31,3413.617916205055,1874.361726705564,5044.763966019168
2017-09-01,3647.692840137872,2084.5369877857943,5305.810513938909
2017-09-02,4031.3399960396946,2408.1894657984003,5650.708438563487
2017-09-03,4022.540275789398,2367.3314960946423,5696.156315798677
2017-09-04,4092.148976254687,2424.910169552136,5752.286284626275
2017-09-05,3588.148405162731,1911.6410814319183,5072.9889309763785
2017-09-06,3467.3099309813315,1851.3705138400194,5130.648788494345
2017-09-07,3370.100984132832,1688.2934960198183,4959.363116553283
2017-09-08,3615.1931577830023,2010.3142524411667,5265.503417512484
2017-09-09,4013.5697594519966,2370.2104102122958,5766.8015177104535
2017-09-10,4022.9796112203812,2278.951607223281,5698.033319941303
2017-09-11,4113.917275978809,2489.5639344917913,5758.652511896045
2017-09-12,3633.883629763714,1787.1552738786315,5211.805240484216
2017-09-13,3539.059760458275,1957.5960646153837,5145.133231810209
2017-09-14,3469.229398662553,1867.366331908506,5103.4932120127
2017-09-15,3742.3056171501503,2105.4733672351563,5354.965347202698
2017-09-16,4168.459639042914,2604.162977415355,5730.530542754843
2017-09-17,4204.597956400893,2429.6223288446745,5790.87448213361
2017-09-18,4320.367272247696,2680.4659446920014,5913.819600817625
2017-09-19,3862.4404724720225,2181.278516977403,5483.5603496957765
2017-09-20,3786.2158653553597,2138.0517075464945,5386.946824841715
2017-09-21,3730.7641448870672,2101.607734312789,5415.791337334612
2017-09-22,4013.3780792737243,2262.898399182895,5663.168301692515
2017-09-23,4443.722066209475,2725.201690430291,6092.876406852548
2017-09-24,4478.327115172167,2825.1202368440745,6088.11457482157
2017-09-25,4586.610204898768,3039.899047410318,6202.30777216884
2017-09-26,4115.170751264004,2478.948873013745,5617.848097265004
2017-09-27,4019.496060517671,2447.982256627628,5707.223148242529
2017-09-28,3938.909981192293,2202.246308011043,5472.116618270984
2017-09-29,4191.119641456551,2644.9926997294133,5876.523990047791
2017-09-30,4586.357431582699,3008.439201369267,6203.001259046683
2017-10-01,4581.863943431351,3023.676096264512,6308.180291615751
2017-10-02,4647.8910971390505,3097.5091011494565,6285.433580066849
2017-10-03,4131.978595767108,2563.9430989217935,5805.1431210566525
2017-10-04,3990.6361013769133,2370.956739596431,5699.260578577781
2017-10-05,3864.2659634538586,2334.994254882657,5555.099857962971
2017-10-06,4071.6820863016646,2432.1892987569836,5729.714747487621
2017-10-07,4424.222857860926,2764.0950592435406,6042.194404315587
2017-10-08,4380.204656252789,2615.386633902992,6075.642895739297
2017-10-09,4410.895987533366,2650.189353844732,6154.501350425782
2017-10-10,3864.7662143417265,2303.6423724006518,5535.7618626798385
2017-10-11,3699.1420598986224,2096.814334503682,5341.689439929764
2017-10-12,3555.107458633039,1868.5149913322452,5137.339863798814
2017-10-13,3752.0030081617356,2102.0261766598474,5299.863640417848
2017-10-14,4101.523521384428,2491.978620789528,5762.011484530195
2017-10-15,4062.1606622520217,2381.7014038448897,5783.956337659713
2017-10-16,4105.171062902466,2500.375686544971,5671.59945713141
2017-10-17,3578.8240920755743,1925.8199241095774,5152.126729549829
2017-10-18,3440.062528672582,1843.7808465327164,5050.141731916574
2017-10-19,3329.4116371659993,1805.5133742116632,4866.796745608221
2017-10-20,3565.492682125863,1918.1245476393556,5147.985670241317
2017-10-21,3959.139025316641,2200.6784313233206,5577.586470041919
2017-10-22,3967.861304889583,2238.3081263639656,5585.5756172938845
2017-10-23,4061.8414942654954,2403.377466487382,5691.614710229246
2017-10-24,3588.209310652359,2002.9441137076071,5305.134177694002
2017-10-25,3502.7334462416566,1722.6278196217504,4987.438379120981
2017-10-26,3444.7622786208385,1769.5637041142936,4998.5808854343795
2017-10-27,3731.769221363143,2055.7738404759966,5274.210288931523
2017-10-28,4173.49997034909,2625.287743685811,5793.425129401996
2017-10-29,4226.46727063058,2735.4767627896103,5883.8810750381845
2017-10-30,4359.972164740606,2712.512656056394,6015.6569290594625
2017-10-31,3920.4044173495386,2296.4224931262584,5567.4951509004095
2017-11-01,3862.953898208252,2180.854667378719,5411.4430416075165
2017-11-02,3826.566992538669,2109.7283889268747,5437.734910440428
2017-11-03,4128.502733454044,2610.5549807027,5822.182568468139
2017-11-04,4578.4855802615075,2912.1234445405976,6227.945148281818
2017-11-05,4633.200280622731,2772.6432445487208,6320.356500359272
2017-11-06,4762.307741586677,3100.394917219924,6313.747642801364
2017-11-07,4312.734721327273,2629.3639815675997,5982.636348237784
2017-11-08,4240.369390924142,2588.264111393786,5873.771765474982
2017-11-09,4184.997246619479,2527.432985905077,5826.930947633286
2017-11-10,4464.832611624824,2829.809939798597,6105.1757592241265
2017-11-11,4890.643314588306,3238.207979545621,6507.918442678912
2017-11-12,4920.2147469952515,3201.9142445179623,6496.498531955308
2017-11-13,5024.333069020566,3336.7359408831658,6770.964848775049
2017-11-14,4551.041277475383,2992.8882584258135,6132.619182309205
2017-11-15,4457.301119465794,2794.050839014882,6166.027028200402
2017-11-16,4383.896273271271,2774.8188418466793,5913.575119017307
2017-11-17,4649.93295728137,3177.5155225661765,6214.760808072749
2017-11-18,5066.93643102007,3381.112137391093,6659.22325327938
2017-11-19,5093.290398058864,3379.2392056617746,6847.39719517606
2017-11-20,5200.1997958965285,3705.418631195986,6757.17720610507
2017-11-21,4735.931289789835,3083.2708789570806,6343.474682900523
2017-11-22,4657.464928194599,3063.4560927334232,6306.142862170159
2017-11-23,4605.392712333458,2957.4142570563604,6205.540755352711
2017-11-24,4898.420419055421,3259.840587327599,6538.176105931342
2017-11-25,5347.471160978285,3707.302354583612,7115.588739124597
2017-11-26,5410.137554198802,3755.8960199269545,7080.654549061439
2017-11-27,5556.66268264614,3750.684866915153,7292.308050164728
2017-11-28,5134.2037312052125,3572.051003161047,6617.727771828855
2017-11-29,5098.511162909414,3378.335085828906,6733.608046084505
2017-11-30,5088.858488355295,3356.558425861352,6700.539285325964
2017-12-01,5422.578158720823,3892.9884578622646,7167.758275484464
2017-12-02,5909.201176830901,4266.402601195471,7545.331812345814
2017-12-03,6004.946348973955,4217.180566453577,7757.698370618833
2017-12-04,6178.738386518231,4459.231383166084,7904.453249018559
2017-12-05,5776.50774315858,4198.921598656754,7453.33862449577
2017-12-06,5752.904097268616,4158.7273359710625,7361.254845392612
2017-12-07,5746.257608031853,4059.804374105157,7574.633312832105
2017-12-08,6073.142628471257,4447.113900256928,7711.463079832382
2017-12-09,6542.540715559656,4913.64386831634,8343.932465539601
2017-12-10,6610.348220210637,5041.675007182548,8314.90827368498
2017-12-11,6745.407157813546,5093.894578123864,8223.617265533061
2017-12-12,6293.811881945286,4641.722878671415,8003.938174086495
2017-12-13,6210.623262442437,4544.4022577964715,7850.209659091375
2017-12-14,6134.824448619354,4490.85856135597,7801.005548705718
2017-12-15,6383.873014497303,4676.098989728431,8038.127188839241
2017-12-16,6767.846598434128,5120.157088355258,8324.007602295396
2017-12-17,6743.927743255512,5175.254869824971,8437.553189877717
2017-12-18,6782.407200440699,5176.8613961959545,8392.989181808462
2017-12-19,6230.958908425555,4614.674610739611,7903.793659073325
2017-12-20,6046.319139638042,4355.6794260218485,7706.448204202814
2017-12-21,5869.204775338976,4033.3535442036828,7464.131123796937
2017-12-22,6018.826444868285,4404.893228018861,7681.710681123623
2017-12-23,6306.994617929485,4664.003542414852,7852.312209174695
